requested_dx,actual_dx,nx,dt,n_steps,runtime_s,launch_ppw,tau_probe,target_k,target_power_fraction,target_signed_norm,target_norm_fraction,other_k,other_power_fraction,other_signed_norm,other_norm_fraction,summed_abs_norm
0.025,0.025,1601,1.6568606376771045e-05,362131,1333.773109700007,22.35766307026656,4.800389188305272,1.5214223835011684,0.5718119763617313,0.2864467246273078,0.8115912897753617,-0.8632209940487242,0.4281880236382688,-0.06649782792770136,0.18840871022463831,0.35294455255500917
